Genre,Poem,char_count,word_count,clean_poem
Music,"{on the occasion of Martin Puryear’s Noblesse O’ (red cedar and aluminum paint) at the Dallas Museum of Art}Perfect for picking up marbles, For finding, lifting, a favoriteBlade of grass, O’ magic elastic straw of the watering hole,Perfected for sucking, water, up, Then miraculously aiming back Around, into the mouth, mod implement",333,52,occasion martin puryear’s noblesse o’ red cedar aluminum paint dallas museum artperfect picking marble finding lifting favoriteblade grass o’ magic elastic straw watering holeperfected sucking water miraculously aiming back around mouth mod implement
Music,1 Muddled stillnessAll summer SunPunched the yellow jacket nest Cavernous paper Valved like a parched heart Over and over I let it Beat outside My body No dark to cradle The living part2 The glare sears seeing,209,37,muddled stillnessall summer sunpunched yellow jacket nest cavernous paper valved like parched heart let beat outside body dark cradle living part glare sears seeing
Music,"1. lush field of shadows, static hush and radial itch, primordial2. goo of the sonogram's wandgliding across my belly3. my daughter blooming into focus, feathered4. and fluttering across the stormy screen, the way it rained 5.",226,36,lush field shadow static hush radial itch primordial goo sonogram wandgliding across belly daughter blooming focus feathered fluttering across stormy screen way rained
Music,"7. Letters arrived in intervals, as with everything else one might come, one might not regardless of whether there’d been a response. We prepared at all times. Bent over. We dreamed things would be different. Every time the door opened we each smiled in a way to make clear we’d",278,50,letter arrived interval everything else one might come one might regardless whether there’d response prepared time bent dreamed thing would different every time door opened smiled way make clear we’d
Music,"A crocodile slips its earth-toned bodyback into the river, in silence, violence down and for its nightnessI cannot see the water. With fearI am alone. Slick rocks smile thin anonymous light, they lieabout what I am. I see and try to hold my body in my body, trace a vein",270,50,crocodile slip earthtoned bodyback river silence violence nightnessi cannot see water feari alone slick rock smile thin anonymous light lieabout see try hold body body trace vein
Music,"A long night I spent thinking that reality was the story of the human speciesthe vanquished search for the vanquishedSounds come by, ruffling my soulI sense space’s elasticity,go on reading the books she wrote on the wars she’s seenWhy do seasons who regularly follow their appointed time, deny their kind of energy to",318,53,long night spent thinking reality story human speciesthe vanquished search vanquishedsounds come ruffling souli sense space’s elasticitygo reading book wrote war she’s seenwhy season regularly follow appointed time deny kind energy
Music,A man can’t die where there is no earth because there will be no place to bury him. His body is the sky and understands the language of birds. His body says the earth is made of everything that has fallen from Heaven while no one was looking. He promises to defy gravity and,274,54,man can’t die earth place bury body sky understands language bird body say earth made everything fallen heaven one looking promise defy gravity
Music,"A metal bunk bed A mattress and hard pillow Two lockers and one desk A toilet and sink A door that is closed Heat out the vent and it’s hot I’m sweating, yet it’s cold A night light on, yet it’s dark A sheet covers me Yet I want more than a sheet The floor is cold Yet I",270,59,metal bunk bed mattress hard pillow two locker one desk toilet sink door closed heat vent it’s hot i’m sweating yet it’s cold night light yet it’s dark sheet cover yet want sheet floor cold yet
Music,"A second death in as many days and I succeed at beingStrong and contained, until the tweetWhere one young brother says I’m not scared of dying, I’m scared of breaking my mother’s heart. I am flesh Two rooms down the hall from my mother’s flesh Holding in my hands the news",272,51,second death many day succeed beingstrong contained tweetwhere one young brother say i’m scared dying i’m scared breaking mother’s heart flesh two room hall mother’s flesh holding hand news
Music,"A shipping container of rubber duckies made in China for the US washed overboard in 1992, and some of them traveled and washed ashore over 17,000 miles over 15 years. Let’s go ahead and assume it’s yellow. What little of science I know: its plastic skin invincible against salt water, but not the",296,53,shipping container rubber ducky made china u washed overboard traveled washed ashore mile year let’s go ahead assume it’s yellow little science know plastic skin invincible salt water
Music,A woman has a window in her face: that is the truth. I look like my mother: that is the truth. I want to tell you I am not like her: that is the truth. I am ashamed walking in a woman’s body: that is the truth. I wish to,220,50,woman window face truth look like mother truth want tell like truth ashamed walking woman’s body truth wish
Music,"A year or two, mornings before school, our father came into our rooms with pliers.My sisters and I crammed into Jordache casings, Gloria Vanderbilts. We’d jump into jeans, tug them up our ashy thighs, abrade young skin with denim seams. Taut denimed butts on polyester Holly Hobby bedspreads, until they were painted on, until our",330,55,year two morning school father came room pliersmy sister crammed jordache casing gloria vanderbilt we’d jump jean tug ashy thigh abrade young skin denim seam taut denimed butt polyester holly hobby bedspread painted
Music,"after a bottle of chianti Don’t mistake me, I’ve pondered this before. But tonight I’m serious. ",96,16,bottle chianti don’t mistake i’ve pondered tonight i’m serious
Music,"After a century, humpbacks migrate again to Queens. They left due to sewage and white frothbanking the shores from polychlorinated- biphenyl-dumping into the Hudson and winnowing menhaden schools.But now grace, dark bodies of song return. Go to the seaside—Hold your breath. Submerge. A black fluke silhouetted against the Manhattan skyline.Now ICE beats doors down on Liberty Avenue to deport.",394,59,century humpback migrate queen left due sewage white frothbanking shore polychlorinated biphenyldumping hudson winnowing menhaden schoolsbut grace dark body song return go seaside—hold breath submerge black fluke silhouetted manhattan skylinenow ice beat door liberty avenue deport
Music,"After Ocean Vuong’s “Prayer for the Newly Damned”Dearest Mother, what becomes of the girl no longer a girl?The stretch marks from my once breasts have migrated to their new tectonicflats. But you can always find hints of what used",230,39,ocean vuong’s “prayer newly damned”dearest mother becomes girl longer girlthe stretch mark breast migrated new tectonicflats always find hint used
Music,After the exhibition “La Gravedad de Los Asuntos (Matters of Gravity)” The Mexicans and the Russians were always in on itThis is,128,22,exhibition “la gravedad de los asuntos matter gravity” mexican russian always itthis
Music,"after Tyehimba Jess Freedom is what you can buywith a left jab & a right cross. You’ve got the uppercut of a champ. On a sweaty August night, you watch Ramos v Ramos from the Olympic on TV. You",193,39,tyehimba jess freedom buywith left jab right cross you’ve got uppercut champ sweaty august night watch ramos v ramos olympic tv
Music,"after Willie Cole Through the artist’s eyes, we catch this breath of fire, lifting water up to flight. This dead weight sinks our histories back into deep sleep, hidden away to dream of repair. Waking, we clutch at the real weight of a movable flood, catching streams that pour through metal still cold to the touch. Time takes little",334,59,willie cole artist’s eye catch breath fire lifting water flight dead weight sink history back deep sleep hidden away dream repair waking clutch real weight movable flood catching stream pour metal still cold touch time take little
Music,"All that is leftunaccounted for:elegance marriedto rust. On the roof, raindwelling in the corrugations.Some slats vanishedaltogether, a blanknessgiving way to sky. But the eaveshold in perfect vertices,refuse to abandontheir beauty, hard-earned.High on the yellow silo,the conveyor’s latticeis as finely wroughtas a string instrument’sstruts and braces: precisionin every coordinateand all across",396,50,leftunaccounted forelegance marriedto rust roof raindwelling corrugationssome slat vanishedaltogether blanknessgiving way sky eaveshold perfect verticesrefuse abandontheir beauty hardearnedhigh yellow silothe conveyor’s latticeis finely wroughtas string instrument’sstruts brace precisionin every coordinateand across
Music,although I know you can never be foundalthough I know that from the highest heightyou cannot be seen you are not hidingfrom me or are you is it how you look nowor maybe how I look now all these years gone byplaces seen people met not knowing at any timewho,256,50,although know never foundalthough know highest heightyou cannot seen hidingfrom look nowor maybe look year gone byplaces seen people met knowing timewho
Music,"And after the black boy is strangled by police, after the protests where the man, his Rottweiler on an iron leash yells, let's go mash up dis city and another crowd bulks, the parents of the murdered beg us not to become the monsters some think we already are—even when the barista shakes",288,53,black boy strangled police protest man rottweiler iron leash yell let go mash dis city another crowd bulk parent murdered beg u become monster think already are—even barista shake
Music,"And in the outer world, the first, something smooth and wet. An     Xskims across the tops of the crests in a succession of skips. The     longestholds its space in the air, pauses, then descends into what is a cool     sleep.",226,40,outer world first something smooth wet xskims across top crest succession skip longestholds space air pause descends cool sleep
Music,"And on the first daygod madesomething up.Then everything came along: seconds, sex andbeasts and breaths and rabies;hunger, healing,lust and lust’s rejections;swarming things that swarminside the dirt;girth and grindand grit and shit and all shit’s functions;rings inside the treetrunkand",287,38,first daygod madesomething upthen everything came along second sex andbeasts breath rabieshunger healinglust lust’s rejectionsswarming thing swarminside dirtgirth grindand grit shit shit’s functionsrings inside treetrunkand
Music,And seriously now the guitar is beating me up It is shoving me into the narrow range of its cheerful melancholy And all sorts of feelings I want to have I cannot My feet start to move in exactly the same way They did for so many years each time I entered The tin shack,268,55,seriously guitar beating shoving narrow range cheerful melancholy sort feeling want cannot foot start move exactly way many year time entered tin shack
Music,"and there was light. Now God says, Give them a little theatrical lighting and they’re happy, and we are. So many of us dressing each morning, testing endless combinations, becoming in our mirrors more ourselves, imagining, in an entrance, the ecstatic weight of human eyes. Now that the sun is sheering toward us, what is",321,55,light god say give little theatrical lighting they’re happy many u dressing morning testing endless combination becoming mirror imagining entrance ecstatic weight human eye sun sheering toward u
Music,"And those other females who managed to slip the collar for a moment or two of life were branded “bad.”–Clarrisa Pinkola Estés, from Women Who Run with the Wolves: Myths and Stories of the Wild Woman ArchetypeThe secret nests in my marrow.At the striptease I appear pirouetteand prey. Later,",290,49,female managed slip collar moment two life branded “bad”–clarrisa pinkola estés woman run wolf myth story wild woman archetypethe secret nest marrowat striptease appear pirouetteand prey later
Music,"and Vievee Francis concerning love, redemption, and the TV show Empire",70,11,vievee francis concerning love redemption tv show empire
Music,"As from dark orchard leaves, from quiet scripts where each shape sends its tendril reaching— circle and line, the swaddled bud, the petiolesprung, an envelope tendered.",168,26,dark orchard leaf quiet script shape sends tendril reaching— circle line swaddled bud petiolesprung envelope tendered
Music,"At daylight, he surrendered to the gutters’thick cirrhosis, his trajectory half awake, half anvil from the glass to the killing floor I was raised in, each thin thread tethered from the root of a nicotined toothto the rusted bars of the slammer.I couldn't tell you why Felix",274,47,daylight surrendered gutters’thick cirrhosis trajectory half awake half anvil glass killing floor raised thin thread tethered root nicotined toothto rusted bar slammeri couldnt tell felix
Music,"At last understanding that everything my friend had been saying for the thirty-three months since he knew were words of the dog tag, words of, whatever else,the milled and stamped-into metal of what stays behind. Blackcap Mountain. Blue scorpion venom. Persimmon pudding. He spoke them. He could not say love enough times. It clinked against itself,",349,56,last understanding everything friend saying thirtythree month since knew word dog tag word whatever elsethe milled stampedinto metal stay behind blackcap mountain blue scorpion venom persimmon pudding spoke could say love enough time clinked
Music,At the mosque’s entrance3:30 a.m. Syrian women beg wearing black gloves. Your father’s grandmother was Syrianbefore the country was ash.Before the government turnedto kill its people.What incites that internal blaze? What says it is me,235,35,mosque’s entrance syrian woman beg wearing black glove father’s grandmother syrianbefore country ashbefore government turnedto kill peoplewhat incites internal blaze say
Music,"Back of the door to his dark closet,eye height, with clever steelpegs I could flip both ways.A row of pendulums. Of tongues.Words, wordless. Witnesseswaiting to be sworn. The town secret.A silk body, a man's plenty.A wild ache, a knot. One paintedwith gold mums, one with bloodleaves on mud. Vishnu's skin,",306,50,back door dark closeteye height clever steelpegs could flip waysa row pendulum tongueswords wordless witnesseswaiting sworn town secreta silk body man plentya wild ache knot one paintedwith gold mum one bloodleaf mud vishnu skin
Music,"Because I did not have to smell the cow’s fear, because I did not have to pin the man, watch his eyes go feral, because I did not have to drag the stonesthat formed in the child’s body, because I did not sheathemy hands in dank soil, or skirt the",246,50,smell cow’s fear pin man watch eye go feral drag stonesthat formed child’s body sheathemy hand dank soil skirt
Music,"Blush slash shocks callous London. Worth built his own house. Others consider cloth’s ripple, want a red flare to flaunt.Finery’s patterns indeed shift to threads, line draws down interred silhouette. But while we live awhile here pattern and line gatherquiet that is anything but quiet. Each time, dream delights as if a small wing beats, and leaves dance under",362,59,blush slash shock callous london worth built house others consider cloth’s ripple want red flare flauntfinery’s pattern indeed shift thread line draw interred silhouette live awhile pattern line gatherquiet anything quiet time dream delight small wing beat leaf dance
Music,But my loyalty,14,3,loyalty
Music,"By Hannah Ensor and Laura WetheringtonIn meditation my thought-labeling has gotten more specific: raging. capital. scheming. What is the nothingness before the storm? I have tried to be tzim tzum. I have tried to forget the word MARTYR. So many parts of my life are like that, like when the thought comes and I keep",315,55,hannah ensor laura wetheringtonin meditation thoughtlabeling gotten specific raging capital scheming nothingness storm tried tzim tzum tried forget word martyr many part life like like thought come keep
Music,"Caliche. Great bird, woodsmoke, needle. Snake, owl. Nopal vibration.Almost every day",84,11,caliche great bird woodsmoke needle snake owl nopal vibrationalmost every day
Music,"can be enough to make you look upat the yellowed leaves of the apple tree, the fewthat survived the rains and frost, shotwith late afternoon sun. They glow a deeporange-gold against a blue so sheer, a single birdwould rip it like silk. You may have to breakyour heart, but it",275,50,enough make look upat yellowed leaf apple tree fewthat survived rain frost shotwith late afternoon sun glow deeporangegold blue sheer single birdwould rip like silk may breakyour heart
Music,"Catapult through hills locking on air. So much of it the lungs won’t take it in.Then all’s a pinwheel, I’m the pin. The girl on her backhaving a tantrum on the drugstore floor until her mother stands up and leaves.The ladybug’s gunmetal legs pedaling machinely until they stilland fold. The body is an envelope. The air blackdiamonds and helium I’m far",352,61,catapult hill locking air much lung won’t take inthen all’s pinwheel i’m pin girl backhaving tantrum drugstore floor mother stand leavesthe ladybug’s gunmetal leg pedaling machinely stilland fold body envelope air blackdiamonds helium i’m far
Music,"Christmas Eve, 2016Before everyone died – in my family – first definition I learned was – my mother’s maiden name, ULANDAY – which literally means – of the rain – and biology books remind us – the pouring has a pattern –  has purpose – namesake means release – for",264,50,christmas eve everyone died – family – first definition learned – mother’s maiden name ulanday – literally mean – rain – biology book remind u – pouring pattern – purpose – namesake mean release –
Music,"Christopher and Helen, our new expatriate friends,meet us at their favorite winerywhere they fill their plastic jerry cans from hosesexactly like the ones at gas stations,as though they were planning to go back home to Aixand treat their lawnmower to a nice red.Instead, they take us in their forest green",305,50,christopher helen new expatriate friendsmeet u favorite winerywhere fill plastic jerry can hosesexactly like one gas stationsas though planning go back home aixand treat lawnmower nice redinstead take u forest green
Music,Cinched belt tugged tight around the heart 5 or 6 aerial roots danglingA strangler figDo homeless ancestors live inside the tree? Child of noiseHold the loosened endsYoumay miss the moon or fall in love with it,210,36,cinched belt tugged tight around heart aerial root danglinga strangler figdo homeless ancestor live inside tree child noisehold loosened endsyoumay miss moon fall love
Music,"Darkness wounds the barley,etching it with denser clouds. A herd sends itsenvoy out to nose the garbage atroad’s edge before creeping into the expanse.And the rest follow with cheap hunger—ten at once through the swaying curtain, headstipped, disappearing in the dim.Wrong to think of them as vesselsin which your feelings",322,50,darkness wound barleyetching denser cloud herd sends itsenvoy nose garbage atroad’s edge creeping expanseand rest follow cheap hunger—ten swaying curtain headstipped disappearing dimwrong think vesselsin feeling
Music,"Dead man’s fingers—short and stillor waving spindlesbrain coral,mountain coralground small—theywould be pebblesif they weren’t shardshiding placesfor trumpetfish and crabslive and dead coralWhat is sand made of?Who is to knowwhich is coraland whichis boneFrom the surface youcan see darkpatches where sea grassand spirit hair grow",330,44,dead man’s fingers—short stillor waving spindlesbrain coralmountain coralground small—theywould pebblesif weren’t shardshiding placesfor trumpetfish crabslive dead coralwhat sand made ofwho knowwhich coraland whichis bonefrom surface youcan see darkpatches sea grassand spirit hair grow
Music,"Dear Empire, I am confused each time I wake inside you. You invent addictions.",78,14,dear empire confused time wake inside invent addiction
Music,"dear reader, with our heels digging into the goodmud at a swamp’s edge, you might tell me somethingabout the dandelion & how it is not a flower itselfbut a plant made up of several small flowers at its crown& lord knows I have been called by",241,46,dear reader heel digging goodmud swamp’s edge might tell somethingabout dandelion flower itselfbut plant made several small flower crown lord know called
Music,"dedicated to my 30/30 crewpraise daily poems in my inboxhow they make me laugh in one stanza,then break my heart the nextpraise how poets hold onto our first loves,and scent of mama, now gonepraise how we nurture our child self,gently wrap her around stanzas,baby girl is resilientpraise our spunk and",301,50,dedicated crewpraise daily poem inboxhow make laugh one stanzathen break heart nextpraise poet hold onto first lovesand scent mama gonepraise nurture child selfgently wrap around stanzasbaby girl resilientpraise spunk
Music,dew grass a fire shine mountain a lung pine cone the bone tsunami rock hawk jaw gravity a fall all consuming a song chirp for sunlight spine daggers cracking the sky an ocean paused in its crashing creature shake trip whistle rustle nut squirrel swish stump thunder or thump thump a swallowing you beautiful urchin you rot mound of moss.,337,60,dew grass fire shine mountain lung pine cone bone tsunami rock hawk jaw gravity fall consuming song chirp sunlight spine dagger cracking sky ocean paused crashing creature shake trip whistle rustle nut squirrel swish stump thunder thump thump swallowing beautiful urchin rot mound moss
Music,Do you want to come in? Take a deep breath. The repo man is gone. All I had to do was show him My favorite gun And tell him about My conviction That a shame-faced galaxy Mutters a homily of return.The repo man will return With back-up So I promoted the orphan To vagabond. Why do you think they call it The,306,62,want come take deep breath repo man gone show favorite gun tell conviction shamefaced galaxy mutter homily returnthe repo man return backup promoted orphan vagabond think call
Music,"Every day I am born like this— No chingues. Nothing happens for the first time. Not the neon sign that says vacant, not the men nor the jackals who resemble them. I take my bones inscribed by thosewho came before, and learnto court myself under a violenceof stars. I prefer to become",283,52,every day born like this— chingues nothing happens first time neon sign say vacant men jackal resemble take bone inscribed thosewho came learnto court violenceof star prefer become
Music,"Everything in the beginning is the same. Clouds let us look at the sun. Words let us watch a man about to be killed. The eye-hollows of his skull see home. When they stone him,he knows what a stone is—each word, a stone:The hole of his nose as dark as the door",260,52,everything beginning cloud let u look sun word let u watch man killed eyehollows skull see home stone himhe know stone is—each word stonethe hole nose dark door
Music,"February on another coast is April here. Astrology is months:you are February, or are youJune, and who isDecember? Who is booksread in spring, wingspanbetween midnightand mourning Another starry tree, coastalcounterpoint where magnolia isa brighter season peach and pear are grafted onto the same tree fear and",310,46,february another coast april astrology monthsyou february youjune isdecember booksread spring wingspanbetween midnightand mourning another starry tree coastalcounterpoint magnolia isa brighter season peach pear grafted onto tree fear
Music,"First, above all, I live forever. And thereafter redecorate paradise in the majesty of the Roof Nightclub, DJ Lucifer, at predawn hours terrifies the floorboards to give way to Apollyon’s abyss, reflecting scarred light on the wall. The mirror alive with tremors. Herons bring news of consolation. I rebuke them for my brilliance and enrich uranium in my",354,58,first live forever thereafter redecorate paradise majesty roof nightclub dj lucifer predawn hour terrifies floorboard give way apollyon’s abyss reflecting scarred light wall mirror alive tremor heron bring news consolation rebuke brilliance enrich uranium
Music,for M1.who conceived that ravineorthe contourof those slopesTorbay,66,8,mwho conceived ravineorthe contourof slopestorbay
Music,"For most in the United States the word brings a phase when mortars in Vietnam still whistled around them and the scandal of Nixon and his Machiavellian buds poured from the news into their subconscious—I see that Watergate too: the televised hearings, and in particular one session—Sam Ervin had just asked Ehrlichman or Dean or Haldeman,",338,56,united state word brings phase mortar vietnam still whistled around scandal nixon machiavellian bud poured news subconscious—i see watergate televised hearing particular one session—sam ervin asked ehrlichman dean haldeman
Music,for my grandfatherWe don’t have heirlooms. Haven’t owned things long enough. We’re hoarding us in our stories.,110,17,grandfatherwe don’t heirloom haven’t owned thing long enough we’re hoarding u story
Music,"for NatalieSo much like sequins the sunlight on this river. Something like that kiss— remember? Fourth of July, with the moon down early",136,23,natalieso much like sequin sunlight river something like kiss— remember fourth july moon early
Music,"for the two of methe thing that eats the heart is mostly heart and thereI wish, in the burly sun blossom-backwards garden I was hungry,so damn hungry and afraid again by full open-mouth-desire.Don’t take this as a garrote good-bye, your airless thrive ride.I alone, fear being alone, far from the",296,50,two methe thing eats heart mostly heart therei wish burly sun blossombackwards garden hungryso damn hungry afraid full openmouthdesiredon’t take garrote goodbye airless thrive ridei alone fear alone far
Music,"for TomicaMy love is as ancient as my blood. And of course my blood is still mine because a woman, sweetened black with good song, pulled me from the river like an axe pulled back from the bark. I learned love, first, as scar. And of course my love is",251,50,tomicamy love ancient blood course blood still mine woman sweetened black good song pulled river like axe pulled back bark learned love first scar course love
Music,From the island he saw the castle and from the castle he saw the island. Some people live this way—wife/ mistress/wife/mistress. But this story isn’t the one I’m telling. From the island he saw the castle and that made him distant from power and from the castle he saw the island and that made him distant from imagining what,325,59,island saw castle castle saw island people live way—wife mistresswifemistress story isn’t one i’m telling island saw castle made distant power castle saw island made distant imagining
Music,"Fruit from one vine tangles with another Making a mess of the intended harvest, yet the lack of calculation is welcome that accident that shifts bodies from shadows into a locus of light midday bright & caustic wounds un-healed newsreel cameras trap this old & angry man in a bespoke suit lifting white",302,53,fruit one vine tangle another making mess intended harvest yet lack calculation welcome accident shift body shadow locus light midday bright caustic wound unhealed newsreel camera trap old angry man bespoke suit lifting white
Music,"given his showing up to teach at the Udisheveled, jittery cigarette and cigarette and probablythe drink, losing the very way thereover river, river of all song, all American storywhich starts way north of St. Paul quiet or undonewandering south, notenraged mostly, something stranger.That’s",290,43,given showing teach udisheveled jittery cigarette cigarette probablythe drink losing way thereover river river song american storywhich start way north st paul quiet undonewandering south notenraged mostly something strangerthat’s
Music,"Guilty Guilty Guilty for actions that took my sympathy Shackles around my wrist shackles at my feet Prom and high school graduation these eyes will never see My heart said, Oh well At least you will no longer have to endure your daily home abuse I grew into a woman unbalanced behind those wire fences Recall",308,56,guilty guilty guilty action took sympathy shackle around wrist shackle foot prom high school graduation eye never see heart said oh well least longer endure daily home abuse grew woman unbalanced behind wire fence recall
Music,"Here we are, on top of the utopian arc. The water is shallow. An oil spill shimmers on the surface like a lens catches light and folds it in front of a mirror. If someone stands next to you, they are there, even when outside the picture. Which makes total",255,50,top utopian arc water shallow oil spill shimmer surface like lens catch light fold front mirror someone stand next even outside picture make total
Music,"Here’s the End of the Worldmobile with its shiny bullhorn& platitudes among drawingstattooed across the beige hoodbig as a mammoth broken outof ice, bellyful of buttercups.Doomsday has come & gone,& now the sluggish van rollstoward the snowy East Riverat a quarter past midnight,& I wonder how it is to quita",308,50,here’s end worldmobile shiny bullhorn platitude among drawingstattooed across beige hoodbig mammoth broken outof ice bellyful buttercupsdoomsday come gone sluggish van rollstoward snowy east riverat quarter past midnight wonder quita
Music,"His tongue shorn, father confusessnacks for snakes, kitchen for chicken.It is 1992. Weekends, we paw at cheapsilverware at yard sales. I am told by motherto keep our telephone number close,my beaded coin purse closer. I do this.The years are slow to pass, heavy-footed.Because the visits are frequent, we memorizeshame’s numbing",328,50,tongue shorn father confusessnacks snake kitchen chickenit weekend paw cheapsilverware yard sale told motherto keep telephone number closemy beaded coin purse closer thisthe year slow pas heavyfootedbecause visit frequent memorizeshame’s numbing
Music,How is it you bring me back to the cliffs   the bright heads of eagles   the vessels of grief in the soil?   I dig for you with a gentle bit of lighter fluid and three miniature rakes   burning only a single speck of dirt to touch,230,46,bring back cliff bright head eagle vessel grief soil dig gentle bit lighter fluid three miniature rake burning single speck dirt touch
Music,"I am enlightened, a mansays after dinner, and he doesn’tmean what you thinkhe means, he means he’s a productof the Enlightenment, he’s talkingover his pain in the abyssinside his gum, it’s calledan abscess (we actually call itthat, he’s taken painkillers,he’s swallowed themwith the wine offered him). ",302,46,enlightened mansays dinner doesn’tmean thinkhe mean mean he’s productof enlightenment he’s talkingover pain abyssinside gum it’s calledan abscess actually call itthat he’s taken painkillershe’s swallowed themwith wine offered
Music,I am wasted on thought-so’s and photo-opsso-so’s and S-O-S cries and the lit flareI burn I intuit I follow your light look at the way you go into the tall grass into it,168,33,wasted thoughtso’s photoopssoso’s so cry lit flarei burn intuit follow light look way go tall grass
Music,"I began to die, then. I think I was asleep. Dreaming of an afterlife that revised my flesh into what I had wanted. Why do I think of Ronald Reagan the way one recalls vague nightmare: the sick heart and terror which is percussive. Was this the year I saw him at the airport. Men grimly tested my body for hidden death, waving a",327,64,began die think asleep dreaming afterlife revised flesh wanted think ronald reagan way one recall vague nightmare sick heart terror percussive year saw airport men grimly tested body hidden death waving
Music,"I could have chosen to write this poem about the drastically entitled and out-of-his-mind-seeming white septuagenarian who, clearly upset, yowled I’M ABOUT TO BE UPSET, while turning to address a line-out-the-door post office like we were attending his performance art piece, who said he was going to BLOW UP THE FEDERAL GOVERNMENT because YOU wouldn’t give him",361,57,could chosen write poem drastically entitled outofhismindseeming white septuagenarian clearly upset yowled i’m upset turning address lineoutthedoor post office like attending performance art piece said going blow federal government wouldn’t give
Music,"I could string him back up the tree, if you’d like.Return his skin’s meaning to an easy distance, coal dust, blaze And Willie Brown him. YouLove how the blood muddies the original, The way it makes a stage of my speechifying, this",230,42,could string back tree you’d likereturn skin’s meaning easy distance coal dust blaze willie brown youlove blood muddies original way make stage speechifying
Music,"I crawled into bed and closed my eyes and not long after heard the small hooves of the horses, the tiny ones that gallop in our dreams, or are they the dreams of our children, galloping through the black ruins. Everything we do is against the crippling light. To hear",267,50,crawled bed closed eye long heard small hoof horse tiny one gallop dream dream child galloping black ruin everything crippling light hear
Music,"I cut myself upon the thought of youAnd yet I come back to it again and again,A kind of fury makes me want to draw you outFrom the dimness of the presentAnd set you sharply above me in a wheel of roses.Then, going obviously to inhale their fragrance,I touch the",261,50,cut upon thought youand yet come back againa kind fury make want draw outfrom dimness presentand set sharply wheel rosesthen going obviously inhale fragrancei touch
